order_id,customer_id,store_id,order_date,payment_method,order_status,shipping_cost
1915,554,20,2024-06-04,Cash,Processing,98.47
1916,304,13,2025-02-14,Net Banking,Returned,227.69
1917,330,5,2025-04-24,Debit Card,Delivered,92.78
1918,685,10,2025-07-23,Credit Card,Cancelled,168.75
1919,61,14,2024-03-09,Credit Card,Delivered,212.71
1920,401,6,2024-09-05,Cash,Delivered,80.61
1921,73,8,2024-12-24,Debit Card,Delivered,124.3
1922,968,5,2025-08-22,Credit Card,Delivered,181.17
1923,12,4,2024-12-01,Net Banking,Delivered,61.55
1924,613,16,2025-10-05,Credit Card,Delivered,102.75
1925,555,20,2024-05-07,Cash,Delivered,224.85
1926,897,9,2024-12-15,UPI,Delivered,227.13
1927,642,15,2024-04-25,Cash,Delivered,224.01
1928,887,16,2025-12-09,Debit Card,Delivered,61.64
1929,983,20,2025-09-09,Debit Card,Delivered,218.49
1930,857,14,2025-05-21,Cash,Delivered,62.09
1931,863,9,2024-10-13,Debit Card,Delivered,109.05
1932,857,9,2025-11-13,Debit Card,Delivered,61.24
1933,249,19,2025-05-12,Cash,Delivered,131.09
1934,107,16,2024-09-29,Net Banking,Delivered,158.78
1935,532,13,2025-09-13,UPI,Delivered,163.97
1936,977,4,2025-10-20,Net Banking,Delivered,243.01
1937,370,19,2024-09-01,Net Banking,Delivered,122.69
1938,356,15,2024-02-10,Cash,Delivered,149.78
1939,833,14,2025-02-12,UPI,Delivered,77.95
1940,969,11,2025-10-07,UPI,Delivered,126.55
1941,747,15,2024-01-30,Debit Card,Delivered,183.43
1942,997,8,2024-12-26,Debit Card,Delivered,50.04
1943,716,9,2025-04-14,Credit Card,Delivered,201.87
1944,664,11,2025-07-14,Cash,Shipped,204.0
1945,865,16,2024-06-25,UPI,Delivered,169.44
1946,325,10,2024-08-21,UPI,Cancelled,58.99
1947,321,20,2025-02-19,Cash,Delivered,198.88
1948,272,16,2024-07-26,Debit Card,Delivered,131.93
1949,773,6,2025-01-05,Credit Card,Delivered,63.41
1950,318,17,2025-08-18,Net Banking,Delivered,157.58
1951,408,20,2024-07-01,UPI,Delivered,59.01
1952,937,13,2025-09-04,Debit Card,Delivered,111.43
1953,407,5,2024-12-28,Cash,Delivered,240.78
1954,629,19,2024-10-27,UPI,Delivered,87.21
1955,252,18,2024-02-11,Credit Card,Delivered,97.5
1956,230,8,2025-05-21,Credit Card,Processing,132.47
1957,149,1,2024-08-09,Debit Card,Delivered,44.36
1958,495,15,2025-09-18,Cash,Delivered,249.66
1959,423,6,2024-07-15,Net Banking,Delivered,171.72
1960,765,9,2025-01-31,Debit Card,Processing,95.35
1961,374,8,2025-01-14,Debit Card,Delivered,56.18
1962,138,11,2025-12-10,Credit Card,Shipped,161.58
1963,940,17,2024-04-08,Cash,Delivered,62.01
1964,234,12,2025-09-10,Net Banking,Processing,87.03
1965,589,2,2024-10-02,Cash,Delivered,144.4
1966,67,6,2025-03-22,UPI,Delivered,157.39
1967,918,12,2024-02-28,Cash,Processing,71.05
1968,363,3,2025-11-29,Debit Card,Delivered,238.94
1969,731,20,2024-01-29,Cash,Delivered,200.52
1970,406,7,2024-05-16,Cash,Delivered,186.41
1971,339,8,2024-11-07,Net Banking,Shipped,146.67
1972,148,18,2025-02-20,Net Banking,Delivered,41.42
1973,55,12,2025-09-16,Net Banking,Delivered,245.24
1974,66,17,2025-09-20,Cash,Shipped,193.84
1975,616,6,2024-09-11,Credit Card,Delivered,235.05
1976,340,3,2024-05-02,UPI,Cancelled,160.54
1977,397,14,2025-12-02,Cash,Delivered,69.09
1978,188,4,2024-12-17,Debit Card,Delivered,188.53
1979,512,3,2024-09-15,Credit Card,Delivered,82.13
1980,663,3,2024-12-25,Debit Card,Delivered,59.75
1981,21,20,2024-09-20,UPI,Returned,52.42
1982,98,6,2025-01-17,UPI,Returned,151.12
1983,335,13,2024-01-05,Debit Card,Delivered,230.08
1984,384,3,2025-07-30,Credit Card,Delivered,170.38
1985,549,7,2024-07-05,Debit Card,Delivered,183.47
1986,615,12,2024-06-07,Net Banking,Delivered,132.55
1987,520,5,2024-06-30,Cash,Delivered,48.14
1988,910,4,2025-07-04,Debit Card,Cancelled,62.63
1989,185,19,2025-11-30,Net Banking,Delivered,60.94
1990,618,5,2024-07-16,Net Banking,Cancelled,236.94
1991,562,13,2025-11-05,Cash,Cancelled,180.43
1992,347,8,2024-03-08,Debit Card,Delivered,241.68
1993,193,13,2025-05-17,UPI,Delivered,232.49
1994,831,19,2025-05-06,UPI,Processing,59.1
1995,329,17,2025-11-01,Net Banking,Delivered,151.7
1996,776,18,2025-02-07,Credit Card,Delivered,68.45
1997,300,14,2024-07-21,Cash,Delivered,57.3
1998,504,4,2024-01-25,Debit Card,Delivered,168.03
1999,510,10,2024-11-09,UPI,Delivered,48.74
2000,315,19,2024-04-01,Net Banking,Delivered,174.6
2001,548,1,2024-02-19,UPI,Returned,120.83
2002,988,18,2024-12-26,UPI,Processing,183.67
2003,757,17,2025-03-20,Net Banking,Processing,146.84
2004,716,2,2025-11-28,Credit Card,Delivered,239.49
2005,730,11,2024-08-14,UPI,Shipped,144.01
2006,656,20,2025-08-07,UPI,Delivered,120.11
2007,120,10,2025-12-06,UPI,Cancelled,178.51
2008,182,13,2024-12-04,Credit Card,Delivered,215.94
2009,160,5,2024-02-15,Net Banking,Delivered,180.39
2010,697,19,2025-03-08,Debit Card,Delivered,224.52
2011,420,1,2024-10-06,Cash,Processing,119.2
2012,837,16,2024-07-13,Debit Card,Delivered,171.57
2013,43,15,2025-02-08,Credit Card,Delivered,86.82
2014,118,4,2025-10-14,Credit Card,Cancelled,142.59
2015,550,11,2024-07-06,Credit Card,Cancelled,93.86
2016,733,13,2025-11-28,Debit Card,Delivered,99.79
2017,268,4,2025-08-06,UPI,Delivered,225.98
2018,974,3,2024-07-25,Net Banking,Processing,82.17
2019,37,16,2025-06-14,Cash,Delivered,88.02
2020,189,3,2025-02-01,UPI,Delivered,169.22
2021,757,5,2025-03-24,Cash,Delivered,48.62
2022,786,7,2025-05-30,Credit Card,Shipped,49.19
2023,972,5,2024-01-15,Debit Card,Processing,92.67
2024,359,15,2024-06-28,Credit Card,Cancelled,51.85
2025,157,10,2025-01-24,Net Banking,Delivered,78.63
2026,344,15,2024-07-18,UPI,Processing,54.57
2027,617,17,2024-09-08,Debit Card,Delivered,70.11
2028,59,4,2024-11-21,UPI,Delivered,152.2
2029,738,6,2025-09-25,Debit Card,Delivered,70.13
2030,701,8,2024-04-16,UPI,Delivered,158.17
2031,788,19,2025-01-31,UPI,Processing,200.06
2032,578,18,2024-02-06,UPI,Delivered,213.04
2033,960,19,2025-05-02,Cash,Delivered,169.37
2034,933,8,2025-04-05,Cash,Delivered,112.48
2035,466,16,2025-10-13,Credit Card,Delivered,224.68
2036,148,10,2024-08-17,Credit Card,Returned,121.57
2037,904,6,2024-09-20,Debit Card,Shipped,130.66
2038,148,2,2024-11-03,Cash,Delivered,224.76
2039,412,5,2024-08-20,Debit Card,Delivered,125.22
2040,472,15,2025-03-03,Cash,Returned,137.34
2041,334,13,2024-12-11,Credit Card,Shipped,83.24
2042,730,7,2024-08-10,Net Banking,Delivered,223.46
2043,803,20,2025-11-06,Debit Card,Cancelled,155.12
2044,384,10,2025-02-22,Credit Card,Delivered,138.75
2045,668,15,2025-07-09,Debit Card,Cancelled,240.7
2046,423,2,2025-09-30,Credit Card,Delivered,155.86
2047,676,13,2024-06-09,Net Banking,Delivered,238.07
2048,711,7,2024-01-25,Cash,Delivered,76.19
2049,577,5,2025-11-27,Cash,Delivered,208.18
2050,422,11,2024-06-03,Cash,Delivered,195.08
2051,324,20,2025-05-13,Net Banking,Delivered,171.9
2052,693,4,2024-02-06,UPI,Delivered,41.82
2053,340,3,2024-02-24,Debit Card,Cancelled,114.91
2054,981,7,2024-06-03,Debit Card,Processing,116.22
2055,598,15,2024-11-19,Cash,Delivered,76.8
2056,104,18,2024-11-06,Credit Card,Cancelled,71.92
2057,122,18,2025-03-01,Net Banking,Delivered,157.95
2058,481,9,2025-10-05,Credit Card,Returned,179.41
2059,932,15,2024-05-30,UPI,Shipped,68.48
2060,485,13,2025-01-25,Cash,Delivered,44.19
2061,838,12,2025-12-05,Cash,Delivered,78.19
2062,994,16,2024-01-21,Net Banking,Delivered,111.35
2063,908,12,2024-03-28,UPI,Delivered,171.05
2064,404,5,2025-11-24,UPI,Returned,206.1
2065,202,11,2025-11-15,Debit Card,Shipped,239.24
2066,364,20,2024-03-26,Cash,Delivered,227.12
2067,174,12,2025-03-03,Debit Card,Delivered,98.85
2068,926,1,2025-06-16,Cash,Delivered,75.05
2069,245,10,2025-10-26,Debit Card,Delivered,130.92
2070,280,15,2024-02-11,UPI,Delivered,46.59
2071,11,19,2025-10-01,UPI,Delivered,81.92
2072,390,13,2025-04-26,UPI,Delivered,96.76
2073,344,12,2025-01-19,Net Banking,Processing,204.67
2074,725,11,2025-02-20,Credit Card,Cancelled,191.01
2075,198,16,2025-07-19,Debit Card,Delivered,231.81
2076,87,11,2025-11-18,Net Banking,Processing,44.83
2077,826,4,2024-05-11,Credit Card,Delivered,118.41
2078,586,8,2024-06-06,UPI,Processing,42.03
2079,755,11,2024-01-14,Net Banking,Delivered,162.38
2080,647,11,2025-04-16,UPI,Delivered,51.79
2081,205,3,2024-05-22,Credit Card,Delivered,239.79
2082,444,8,2024-01-04,Credit Card,Delivered,56.68
2083,641,17,2024-11-24,Credit Card,Delivered,81.43
2084,620,6,2025-05-22,Cash,Delivered,181.99
2085,454,6,2024-03-03,Net Banking,Delivered,76.93
2086,270,5,2024-07-21,Net Banking,Delivered,79.76
2087,720,3,2024-05-06,Credit Card,Delivered,107.5
2088,167,13,2024-08-21,Net Banking,Delivered,126.58
2089,293,7,2025-10-17,Cash,Delivered,112.4
2090,544,1,2024-09-03,Debit Card,Delivered,73.87
2091,65,16,2024-03-04,Debit Card,Cancelled,52.68
2092,82,15,2025-03-16,UPI,Returned,181.65
2093,603,12,2024-11-22,Net Banking,Delivered,53.83
2094,745,11,2024-09-25,Cash,Delivered,210.3
2095,512,10,2025-01-14,Cash,Delivered,249.81
2096,234,19,2024-07-13,Credit Card,Delivered,114.11
2097,902,15,2025-04-21,Debit Card,Cancelled,217.76
2098,475,15,2025-02-16,Cash,Delivered,194.95
2099,430,1,2025-01-29,Credit Card,Shipped,120.11
2100,153,13,2025-10-09,Debit Card,Delivered,206.19
2101,928,6,2025-11-08,Credit Card,Delivered,78.62
2102,17,13,2024-04-07,Cash,Delivered,110.84
2103,510,13,2024-01-23,Credit Card,Delivered,240.59
2104,285,8,2025-07-16,Credit Card,Delivered,191.98
2105,446,6,2025-03-19,Cash,Returned,52.55
2106,69,11,2024-04-18,Cash,Delivered,69.71
2107,966,16,2025-06-15,Credit Card,Delivered,42.72
2108,647,6,2024-11-11,Debit Card,Delivered,183.65
2109,627,4,2025-03-15,Net Banking,Delivered,99.2
2110,827,5,2025-01-17,Debit Card,Delivered,139.44
2111,458,12,2024-01-19,Cash,Delivered,238.36
2112,240,11,2025-12-05,Cash,Shipped,156.55
2113,813,11,2025-08-14,Credit Card,Cancelled,242.75
2114,587,8,2025-10-09,Net Banking,Delivered,210.8
2115,501,19,2024-09-12,Cash,Processing,105.83
2116,394,5,2024-04-07,Net Banking,Delivered,151.14
2117,618,9,2025-04-18,UPI,Delivered,203.26
2118,729,5,2024-10-09,Debit Card,Processing,52.39
2119,229,1,2024-09-09,Debit Card,Delivered,170.34
2120,150,9,2025-07-29,Debit Card,Delivered,105.98
2121,205,7,2025-07-03,Net Banking,Delivered,102.08
2122,754,7,2024-03-03,Net Banking,Shipped,99.32
2123,434,1,2025-01-20,Debit Card,Delivered,70.25
2124,30,14,2024-01-26,UPI,Delivered,202.92
2125,458,13,2024-05-31,Net Banking,Delivered,133.27
2126,111,9,2024-11-17,Cash,Delivered,188.32
2127,292,6,2025-04-09,Net Banking,Delivered,240.78
2128,54,11,2024-05-06,Net Banking,Delivered,69.77
2129,564,1,2025-01-19,Cash,Delivered,123.06
2130,628,2,2024-11-30,Debit Card,Delivered,198.86
2131,905,17,2024-02-10,UPI,Shipped,189.87
2132,66,3,2025-05-23,Credit Card,Delivered,149.78
2133,241,3,2025-12-31,Debit Card,Returned,111.01
2134,352,3,2025-02-26,Cash,Delivered,53.05
2135,658,13,2025-03-02,Credit Card,Delivered,58.79
2136,460,6,2024-07-31,UPI,Shipped,222.42
2137,246,2,2024-08-20,Net Banking,Delivered,175.01
2138,231,16,2025-12-15,UPI,Delivered,199.29
2139,978,5,2024-06-05,Net Banking,Delivered,121.38
2140,687,13,2025-10-11,UPI,Delivered,100.82
2141,686,14,2024-01-25,Net Banking,Delivered,82.03
2142,214,8,2024-02-06,Net Banking,Delivered,113.37
2143,596,12,2024-03-23,Net Banking,Processing,74.48
2144,156,18,2024-08-05,UPI,Cancelled,196.29
2145,273,18,2024-10-15,Debit Card,Delivered,73.57
2146,773,20,2024-07-25,Debit Card,Delivered,108.68
2147,403,4,2024-09-23,Debit Card,Delivered,133.56
2148,688,17,2025-10-29,Cash,Delivered,63.67
2149,824,4,2025-01-31,Credit Card,Delivered,159.74
2150,853,7,2024-11-01,Net Banking,Processing,115.8
2151,664,8,2024-02-25,Net Banking,Processing,217.15
2152,524,1,2024-08-10,Debit Card,Delivered,214.21
2153,212,16,2024-12-07,Cash,Shipped,136.16
2154,617,6,2025-02-04,Cash,Delivered,165.32
2155,878,8,2025-11-14,UPI,Delivered,225.73
2156,635,2,2024-02-01,UPI,Cancelled,235.33
2157,456,13,2024-11-06,Net Banking,Returned,60.42
2158,221,7,2025-01-11,Cash,Shipped,118.29
2159,428,1,2024-10-13,Debit Card,Shipped,228.69
2160,146,9,2024-11-05,Cash,Cancelled,226.35
2161,124,1,2024-07-28,Cash,Delivered,63.64
2162,467,19,2024-08-28,Net Banking,Delivered,44.74
2163,492,3,2025-07-30,Credit Card,Delivered,123.48
2164,31,2,2025-01-21,Cash,Delivered,137.8
2165,997,1,2024-06-28,Net Banking,Processing,177.89
2166,727,10,2024-10-14,Cash,Delivered,96.13
2167,279,7,2025-11-18,Credit Card,Delivered,210.17
2168,46,19,2025-10-27,Cash,Delivered,187.62
2169,733,2,2024-08-25,Debit Card,Delivered,165.59
2170,841,16,2025-04-12,Net Banking,Delivered,178.31
2171,744,18,2025-01-15,Net Banking,Delivered,194.39
2172,417,6,2024-12-21,Net Banking,Delivered,138.17
2173,786,10,2024-12-21,Credit Card,Processing,197.85
2174,692,18,2025-05-21,Cash,Delivered,130.66
2175,260,5,2025-09-08,Debit Card,Cancelled,175.55
2176,772,18,2025-04-06,Credit Card,Processing,112.13
2177,149,20,2025-10-02,Debit Card,Delivered,214.72
2178,872,19,2024-06-12,Credit Card,Returned,206.38
2179,406,3,2025-12-10,Cash,Processing,248.01
2180,43,17,2025-07-11,UPI,Delivered,93.49
2181,681,6,2025-07-17,Credit Card,Delivered,205.42
2182,120,11,2025-05-15,Debit Card,Delivered,122.94
2183,840,13,2025-11-03,Credit Card,Delivered,197.46
2184,770,4,2025-12-05,Credit Card,Delivered,135.27
2185,917,7,2025-12-11,UPI,Processing,243.55
2186,508,5,2024-04-20,UPI,Delivered,104.38
2187,311,7,2025-02-19,Net Banking,Delivered,239.83
2188,25,1,2024-07-14,UPI,Delivered,83.49
2189,74,3,2025-11-27,Debit Card,Delivered,64.98
2190,678,13,2025-01-01,UPI,Delivered,103.05
2191,384,7,2025-02-01,Debit Card,Delivered,163.84
2192,651,20,2025-05-04,Net Banking,Delivered,143.18
2193,512,11,2024-02-02,Debit Card,Delivered,187.13
2194,771,18,2025-01-27,UPI,Delivered,163.3
2195,972,16,2024-12-25,UPI,Delivered,242.18
2196,487,9,2024-03-29,Net Banking,Delivered,91.53
2197,945,4,2025-10-08,Cash,Delivered,110.85
2198,481,2,2025-09-10,Debit Card,Delivered,203.2
2199,222,20,2025-04-07,Cash,Delivered,183.6
2200,884,1,2025-08-30,Net Banking,Delivered,145.44
2201,282,19,2025-04-19,Cash,Processing,152.49
2202,260,19,2024-02-19,UPI,Delivered,143.13
2203,301,6,2025-04-07,UPI,Delivered,109.6
2204,704,5,2024-04-22,UPI,Delivered,142.11
2205,397,6,2024-01-06,Cash,Delivered,78.36
2206,887,19,2024-12-14,Cash,Delivered,133.38
2207,971,4,2025-12-18,UPI,Delivered,67.72
2208,577,1,2025-09-11,Cash,Delivered,206.81
2209,22,17,2025-03-16,Debit Card,Delivered,62.33
2210,35,9,2025-04-30,Cash,Delivered,128.67
2211,90,9,2024-03-07,Debit Card,Delivered,146.49
2212,929,5,2024-09-06,UPI,Delivered,58.14
2213,681,7,2024-07-10,Cash,Delivered,154.64
2214,270,16,2025-07-24,UPI,Returned,177.82
2215,424,4,2025-08-19,Net Banking,Delivered,82.51
2216,137,13,2024-11-03,UPI,Delivered,147.14
2217,116,17,2024-01-13,Debit Card,Delivered,41.86
2218,328,8,2024-05-20,Cash,Processing,79.62
2219,490,16,2025-05-01,Credit Card,Delivered,121.45
2220,643,18,2025-10-10,UPI,Delivered,66.66
2221,149,3,2025-06-06,Cash,Delivered,247.35
2222,169,8,2025-08-02,Cash,Processing,115.96
2223,848,9,2024-08-18,Cash,Delivered,130.69
2224,800,13,2024-11-24,UPI,Delivered,192.56
2225,401,15,2025-01-17,Net Banking,Processing,87.19
2226,491,20,2024-05-10,Net Banking,Processing,175.67
2227,162,8,2025-10-12,Net Banking,Delivered,144.4
2228,444,20,2024-03-17,UPI,Delivered,157.95
2229,914,5,2025-12-22,UPI,Delivered,122.59
2230,666,11,2025-04-20,Debit Card,Processing,167.11
2231,876,16,2024-11-11,Net Banking,Delivered,199.06
2232,604,18,2025-12-05,Net Banking,Delivered,205.02
2233,481,11,2024-05-20,UPI,Delivered,244.8
2234,530,20,2025-06-29,UPI,Delivered,96.32
2235,896,10,2024-10-04,Net Banking,Delivered,105.74
2236,929,8,2024-11-27,Net Banking,Delivered,244.19
2237,846,11,2024-07-15,Net Banking,Delivered,98.49
2238,435,7,2025-09-04,Net Banking,Processing,69.25
2239,303,7,2025-12-05,Debit Card,Shipped,156.11
2240,818,15,2024-07-28,Net Banking,Delivered,64.61
2241,654,8,2024-10-25,Credit Card,Delivered,173.02
2242,188,16,2024-12-11,Debit Card,Delivered,141.71
2243,955,19,2024-10-04,Cash,Delivered,70.73
2244,74,9,2025-09-12,UPI,Returned,210.75
2245,4,3,2025-02-06,Credit Card,Processing,93.51
2246,466,18,2025-05-21,Net Banking,Processing,147.33
2247,204,9,2025-03-06,UPI,Returned,171.9
2248,610,4,2025-05-16,Cash,Delivered,105.76
2249,186,4,2024-05-23,Debit Card,Shipped,248.78
2250,868,3,2024-02-12,Debit Card,Delivered,152.4
2251,803,4,2024-05-10,Cash,Delivered,227.18
2252,62,1,2025-08-03,UPI,Delivered,171.12
2253,292,14,2024-10-10,Credit Card,Delivered,169.85
2254,770,9,2025-08-07,Net Banking,Delivered,89.64
2255,567,19,2024-01-24,Debit Card,Shipped,76.09
2256,209,18,2025-01-27,Net Banking,Delivered,73.68
2257,759,20,2025-08-07,Debit Card,Processing,66.16
2258,866,14,2024-09-09,Credit Card,Delivered,168.02
2259,940,8,2024-06-26,Debit Card,Delivered,90.14
2260,446,19,2024-11-11,Net Banking,Processing,133.69
2261,103,3,2024-08-25,Cash,Shipped,132.93
2262,872,20,2025-01-28,Cash,Delivered,200.66
2263,903,16,2024-07-29,Cash,Shipped,150.03
2264,22,16,2024-11-25,Net Banking,Delivered,216.03
2265,211,12,2025-09-13,Credit Card,Shipped,166.2
2266,700,13,2025-12-16,Credit Card,Shipped,83.5
2267,362,13,2024-11-17,Debit Card,Delivered,101.04
2268,389,20,2024-08-24,Cash,Returned,184.16
2269,250,3,2025-07-30,Cash,Shipped,44.59
2270,354,12,2025-08-08,Cash,Delivered,131.62
2271,932,14,2025-04-01,UPI,Delivered,113.13
2272,376,9,2024-10-02,Cash,Delivered,86.02
2273,661,17,2025-08-22,Net Banking,Delivered,81.1
2274,391,12,2024-02-07,UPI,Shipped,58.89
2275,95,20,2024-06-11,Net Banking,Delivered,56.64
2276,464,5,2024-09-18,Debit Card,Delivered,131.54
2277,235,14,2024-07-09,Debit Card,Delivered,54.02
2278,636,2,2024-04-04,Net Banking,Delivered,204.7
2279,296,18,2024-06-29,Cash,Cancelled,227.93
2280,18,7,2024-08-29,Net Banking,Shipped,54.15
2281,276,6,2024-04-13,Net Banking,Delivered,137.13
2282,741,6,2025-01-12,Credit Card,Delivered,79.23
2283,334,6,2024-01-09,Debit Card,Delivered,44.35
2284,917,2,2025-05-31,Cash,Delivered,50.15
2285,867,5,2024-06-08,Credit Card,Processing,215.2
2286,802,9,2025-08-10,Cash,Delivered,76.78
2287,731,8,2024-04-22,Credit Card,Delivered,198.45
2288,387,5,2024-03-09,UPI,Delivered,151.07
2289,694,13,2025-05-16,Net Banking,Delivered,124.82
2290,478,17,2025-06-21,Debit Card,Shipped,161.27
2291,770,9,2025-02-18,Net Banking,Cancelled,75.05
2292,130,2,2025-05-26,Credit Card,Delivered,248.89
2293,119,20,2024-11-01,Cash,Delivered,102.9
2294,323,16,2024-01-25,Credit Card,Shipped,85.27
2295,769,5,2025-10-15,Cash,Processing,206.01
2296,665,10,2024-05-23,Cash,Delivered,43.44
2297,926,15,2024-08-20,Debit Card,Delivered,137.93
2298,381,7,2025-04-21,Cash,Delivered,241.52
2299,971,5,2024-09-08,UPI,Delivered,51.16
2300,932,13,2025-04-21,Cash,Delivered,101.73
2301,565,16,2025-06-08,UPI,Cancelled,222.41
2302,70,12,2025-05-05,Debit Card,Delivered,233.62
2303,12,4,2024-06-18,Credit Card,Shipped,157.93
2304,26,17,2024-03-02,Credit Card,Delivered,117.97
2305,414,11,2025-04-04,Net Banking,Delivered,170.57
2306,377,2,2024-10-18,Net Banking,Delivered,225.54
2307,444,17,2025-05-14,UPI,Delivered,155.08
2308,519,3,2025-08-02,Credit Card,Cancelled,119.36
2309,732,15,2025-11-07,Debit Card,Delivered,200.04
2310,96,20,2024-07-20,Cash,Delivered,86.25
2311,311,1,2024-02-15,Credit Card,Delivered,159.55
2312,819,5,2025-03-03,Cash,Delivered,93.58
2313,1,3,2024-08-03,Credit Card,Processing,95.76
2314,806,3,2025-05-09,Credit Card,Delivered,246.05
2315,506,4,2025-11-19,UPI,Delivered,210.45
2316,632,12,2024-12-16,Cash,Returned,94.2
2317,562,11,2025-07-25,Debit Card,Delivered,180.23
2318,533,9,2025-08-26,Net Banking,Shipped,91.51
2319,445,16,2024-01-23,Debit Card,Delivered,146.86
2320,997,13,2025-05-25,UPI,Returned,103.07
2321,110,5,2024-09-20,Net Banking,Delivered,204.53
2322,476,5,2024-09-11,UPI,Delivered,146.23
2323,761,13,2025-02-26,Cash,Delivered,102.81
2324,167,20,2024-09-05,Cash,Cancelled,179.21
2325,949,2,2024-11-17,Cash,Delivered,130.76
2326,485,1,2025-02-28,Debit Card,Cancelled,64.83
2327,499,16,2024-08-29,Cash,Delivered,125.12
2328,294,8,2024-08-28,Net Banking,Processing,110.58
2329,335,19,2025-09-04,Cash,Processing,61.14
2330,816,1,2024-03-25,Credit Card,Delivered,143.46
2331,957,5,2024-04-04,UPI,Delivered,77.29
2332,299,12,2024-05-16,Debit Card,Delivered,58.38
2333,915,10,2024-06-18,Debit Card,Delivered,249.23
2334,41,20,2024-03-25,UPI,Processing,80.37
2335,919,13,2024-06-23,Cash,Delivered,164.61
2336,857,17,2025-09-22,UPI,Processing,99.73
2337,474,20,2024-03-07,Debit Card,Delivered,202.98
2338,99,16,2025-06-11,Net Banking,Delivered,99.58
2339,873,11,2025-02-06,Credit Card,Delivered,210.16
2340,975,17,2025-01-02,Debit Card,Delivered,188.19
2341,429,8,2025-02-14,Debit Card,Delivered,84.21
2342,153,5,2025-04-17,UPI,Delivered,163.41
2343,152,4,2024-04-30,Cash,Delivered,191.78
2344,789,11,2024-10-16,Debit Card,Delivered,190.91
2345,420,4,2025-03-21,Net Banking,Shipped,103.53
2346,215,16,2025-12-27,UPI,Delivered,122.07
2347,68,2,2024-12-19,UPI,Processing,208.76
2348,192,16,2025-02-02,Cash,Delivered,123.47
2349,884,11,2025-12-27,Cash,Delivered,108.65
2350,433,11,2025-12-25,Net Banking,Processing,78.63
2351,978,9,2024-06-17,Cash,Delivered,223.86
2352,152,2,2024-12-08,Credit Card,Delivered,166.82
2353,930,7,2024-10-11,Credit Card,Delivered,201.88
2354,370,11,2025-10-08,Net Banking,Delivered,40.57
2355,791,17,2025-05-09,Credit Card,Delivered,109.83
2356,879,17,2025-11-05,Debit Card,Delivered,226.81
2357,628,20,2025-08-27,Credit Card,Delivered,239.46
2358,466,19,2024-02-10,Net Banking,Delivered,249.33
2359,46,10,2025-04-12,Debit Card,Delivered,163.76
2360,486,14,2024-03-05,Cash,Cancelled,167.84
2361,946,11,2024-08-24,Net Banking,Delivered,95.59
2362,873,2,2025-10-29,Credit Card,Delivered,161.71
2363,272,1,2025-02-08,Net Banking,Delivered,86.58
2364,245,13,2025-04-05,UPI,Delivered,241.31
2365,549,18,2024-10-07,Cash,Delivered,222.39
2366,807,10,2025-10-17,Net Banking,Delivered,144.29
2367,219,18,2025-08-17,Net Banking,Delivered,64.33
2368,948,13,2024-08-28,Net Banking,Shipped,77.22
2369,206,1,2025-11-02,Cash,Delivered,175.84
2370,22,4,2025-05-06,Credit Card,Cancelled,193.51
2371,674,10,2024-06-22,Debit Card,Delivered,230.25
2372,747,6,2024-07-27,Debit Card,Delivered,235.67
2373,556,18,2024-11-12,UPI,Delivered,72.67
2374,874,1,2024-05-04,Credit Card,Delivered,201.77
2375,989,6,2024-10-03,UPI,Shipped,110.88
2376,785,18,2025-05-27,Cash,Delivered,141.06
2377,285,3,2025-09-21,Debit Card,Shipped,114.18
2378,826,7,2025-02-01,Net Banking,Cancelled,192.32
2379,824,3,2025-09-27,UPI,Delivered,111.84
2380,835,18,2025-06-18,Credit Card,Delivered,234.19
2381,360,1,2025-10-08,Debit Card,Processing,206.46
2382,107,17,2025-03-18,Cash,Delivered,79.93
2383,496,19,2025-10-14,UPI,Returned,196.38
2384,957,16,2025-11-03,Net Banking,Shipped,121.33
2385,378,7,2025-10-19,UPI,Delivered,79.5
2386,364,1,2025-08-07,Debit Card,Delivered,127.26
2387,993,11,2024-01-08,Cash,Delivered,217.03
2388,534,18,2025-08-31,UPI,Delivered,139.42
2389,565,11,2025-07-20,UPI,Delivered,46.82
2390,325,8,2025-10-15,Debit Card,Delivered,129.38
2391,880,4,2024-02-09,UPI,Cancelled,179.61
2392,713,9,2024-05-20,Cash,Returned,98.94
2393,77,17,2025-02-25,Debit Card,Delivered,104.76
2394,417,1,2024-11-03,UPI,Returned,108.83
2395,96,5,2025-12-29,Net Banking,Delivered,218.83
2396,117,4,2025-01-06,Debit Card,Shipped,106.85
2397,188,19,2024-05-06,Credit Card,Delivered,56.56
2398,284,10,2024-02-20,Net Banking,Shipped,231.72
2399,832,18,2024-03-22,Net Banking,Processing,154.67
2400,674,10,2025-07-19,UPI,Processing,197.98
2401,320,14,2024-02-11,UPI,Delivered,96.5
2402,141,3,2024-02-23,UPI,Cancelled,163.54
2403,913,16,2024-04-19,UPI,Delivered,115.84
2404,110,9,2025-07-08,Credit Card,Delivered,157.85
2405,84,11,2024-09-10,Credit Card,Delivered,232.81
2406,888,4,2025-12-18,UPI,Delivered,193.04
2407,174,17,2024-05-09,Credit Card,Returned,41.11
2408,897,9,2025-06-19,Net Banking,Shipped,203.02
2409,505,18,2024-07-11,Credit Card,Delivered,84.31
2410,398,7,2025-11-13,Net Banking,Delivered,68.6
2411,422,19,2025-08-27,Debit Card,Delivered,169.44
