detail_id,order_id,product_id,quantity,discount
3068,3995,65,4,0
3069,3531,69,5,20
3070,2332,59,5,5
3071,5544,86,3,10
3072,4403,44,5,20
3073,382,44,4,5
3074,1019,16,5,20
3075,5282,17,4,0
3076,4543,90,3,15
3077,8481,22,3,10
3078,6584,55,2,15
3079,3511,7,3,0
3080,2266,67,1,15
3081,3202,57,5,20
3082,7135,30,1,15
3083,3971,26,2,20
3084,5769,51,5,5
3085,6464,74,3,15
3086,650,94,1,0
3087,5395,87,1,5
3088,4432,27,1,15
3089,2516,79,2,5
3090,5272,52,2,0
3091,3910,34,2,5
3092,6057,58,1,5
3093,272,42,4,10
3094,2110,9,2,20
3095,6961,1,4,20
3096,3064,68,5,15
3097,2181,86,5,15
3098,545,19,3,10
3099,6577,40,3,5
3100,1953,87,1,15
3101,6526,82,5,0
3102,7826,4,1,20
3103,6319,6,5,20
3104,7147,60,3,10
3105,3733,83,3,20
3106,3701,36,3,15
3107,1164,53,1,10
3108,6975,27,2,15
3109,310,53,1,0
3110,1291,32,2,5
3111,1140,24,2,0
3112,3736,52,4,5
3113,7001,65,3,15
3114,3749,6,5,0
3115,6736,77,1,5
3116,5614,4,2,10
3117,2097,6,4,5
3118,8317,93,5,10
3119,8639,96,1,10
3120,2239,38,5,10
3121,1634,81,1,15
3122,8609,93,5,5
3123,9581,21,1,0
3124,5120,32,4,15
3125,9018,45,5,15
3126,3830,25,3,15
3127,6202,62,4,15
3128,8700,17,5,5
3129,893,4,4,5
3130,7731,2,2,20
3131,7422,64,3,15
3132,4404,30,5,10
3133,277,68,5,5
3134,6096,87,4,0
3135,4629,35,3,10
3136,4157,21,5,5
3137,6017,82,5,20
3138,7855,81,3,5
3139,1598,7,5,10
3140,3825,70,1,10
3141,4613,88,4,20
3142,4326,96,5,20
3143,8374,30,1,0
3144,8537,98,4,0
3145,8777,4,4,10
3146,3607,74,2,20
3147,9052,47,4,15
3148,6942,2,1,10
3149,2972,62,1,20
3150,8435,31,5,15
3151,5498,38,5,20
3152,4913,81,2,5
3153,8420,83,1,10
3154,3557,53,2,10
3155,7270,81,1,15
3156,8117,65,1,10
3157,7276,84,5,0
3158,5648,81,3,10
3159,5703,17,5,5
3160,6073,66,2,10
3161,9509,14,3,20
3162,110,72,4,10
3163,5347,74,2,0
3164,8302,74,2,0
3165,651,45,5,15
3166,6371,99,5,15
3167,9854,94,3,15
3168,1074,71,3,0
3169,6295,42,4,0
3170,4262,14,4,20
3171,7415,98,3,0
3172,491,42,4,15
3173,3179,17,4,5
3174,4532,55,2,0
3175,2953,99,3,15
3176,8894,95,4,10
3177,3813,43,4,20
3178,6285,54,4,15
3179,3498,55,1,5
3180,2380,13,1,5
3181,4543,42,5,15
3182,1345,46,3,15
3183,9470,65,3,10
3184,1660,70,3,0
3185,9799,77,4,20
3186,3334,89,2,15
3187,6865,19,5,20
3188,955,66,2,5
3189,7946,15,1,10
3190,9703,54,1,5
3191,3234,29,5,20
3192,333,36,4,5
3193,2496,63,2,5
3194,4468,25,4,10
3195,8854,96,1,0
3196,6980,18,3,20
3197,6399,96,5,15
3198,1060,65,3,0
3199,1950,35,4,15
3200,7631,16,4,5
3201,1906,89,3,20
3202,3250,68,1,20
3203,6580,19,4,20
3204,6463,100,1,0
3205,8495,96,5,0
3206,9274,22,5,5
3207,4596,99,3,0
3208,2140,56,1,20
3209,3682,43,5,20
3210,9283,60,3,5
3211,6140,83,3,0
3212,8341,41,5,10
3213,2608,1,3,20
3214,5938,81,3,20
3215,2936,65,4,15
3216,7662,86,3,15
3217,7394,41,2,20
3218,6707,53,5,20
3219,1249,40,3,5
3220,9695,17,3,0
3221,3276,96,2,15
3222,3338,25,2,15
3223,4965,7,5,0
3224,9842,82,3,10
3225,4695,72,5,0
3226,2390,4,5,10
3227,2302,60,2,10
3228,9998,75,1,20
3229,2094,12,3,15
3230,8305,55,3,10
3231,8697,97,2,20
3232,7098,11,2,0
3233,5131,19,5,15
3234,449,5,1,20
3235,781,49,2,10
3236,6992,97,3,5
3237,1077,81,2,5
3238,5780,52,2,10
3239,4759,29,4,15
3240,2512,79,2,0
3241,6945,54,3,10
3242,6015,54,4,15
3243,883,25,4,0
3244,7207,7,1,0
3245,9273,48,3,15
3246,5789,30,5,20
3247,2116,44,4,20
3248,4177,89,2,15
3249,1524,14,4,0
3250,9115,45,4,20
3251,1752,89,1,15
3252,8954,11,5,20
3253,7991,43,5,0
3254,5889,71,5,0
3255,8659,81,4,5
3256,3865,78,2,15
3257,8493,35,1,20
3258,7585,9,5,10
3259,7813,11,3,15
3260,2898,98,1,0
3261,801,3,3,15
3262,1147,74,3,0
3263,7115,84,3,15
3264,8453,44,5,0
3265,903,25,4,0
3266,8879,54,1,10
3267,6931,27,5,0
3268,886,19,4,10
3269,2841,28,4,20
3270,3181,58,4,5
3271,3884,15,3,15
3272,68,12,2,15
3273,295,96,3,15
3274,2571,80,2,15
3275,6353,76,2,5
3276,6353,18,1,0
3277,3803,38,2,0
3278,4121,92,5,15
3279,7163,30,1,5
3280,9702,65,4,5
3281,8230,15,1,20
3282,293,26,1,20
3283,6401,89,5,20
3284,5404,25,3,20
3285,1131,25,3,20
3286,3059,87,4,5
3287,8158,94,3,15
3288,8602,67,5,5
3289,4867,43,5,0
3290,9959,67,4,20
3291,1849,93,2,5
3292,9308,16,4,5
3293,3239,98,2,20
3294,8500,21,2,20
3295,3000,91,4,10
3296,5017,12,2,20
3297,7738,7,3,10
3298,4680,37,1,10
3299,4872,63,3,10
3300,3149,24,3,0
3301,3301,54,5,0
3302,7813,5,2,10
3303,9567,79,1,10
3304,1723,2,4,0
3305,7733,71,4,20
3306,9257,54,4,10
3307,3338,89,4,0
3308,9,36,3,10
3309,5601,64,5,10
3310,2289,64,3,5
3311,7636,28,4,5
3312,2723,51,5,10
3313,3296,58,2,10
3314,5118,36,5,15
3315,1973,21,2,15
3316,9693,41,1,10
3317,3968,54,5,5
3318,763,8,5,0
3319,2356,45,5,10
3320,3863,40,1,5
3321,9856,63,1,20
3322,9435,46,2,20
3323,9982,61,1,15
3324,4260,5,1,5
3325,8095,35,5,20
3326,6423,64,5,5
3327,7020,29,4,15
3328,9972,17,3,15
3329,1135,1,3,20
3330,9827,83,2,0
3331,8942,3,3,10
3332,7937,78,3,0
3333,5368,5,3,0
3334,5464,75,3,20
3335,210,53,1,5
3336,5409,54,2,15
3337,175,50,1,0
3338,5931,6,1,20
3339,1623,63,1,20
3340,5953,32,4,5
3341,9111,13,4,15
3342,4295,1,5,20
3343,9139,68,3,15
3344,9461,57,3,5
3345,1228,88,1,10
3346,4759,42,1,15
3347,4899,28,2,20
3348,8663,17,5,20
3349,3849,50,4,0
3350,665,76,4,10
3351,1722,71,5,15
3352,9035,18,5,15
3353,5777,63,1,20
3354,8879,70,4,5
3355,3169,7,4,10
3356,5686,61,5,15
3357,1543,49,3,20
3358,4132,13,2,0
3359,607,94,5,5
3360,2638,22,1,15
3361,4790,52,2,0
3362,6883,84,4,15
3363,2818,79,5,5
3364,6828,100,1,20
3365,5001,92,1,0
3366,2975,65,2,20
3367,6608,26,5,0
3368,2895,56,3,20
3369,2518,99,5,0
3370,3784,10,3,0
3371,2641,22,4,10
3372,8622,11,4,15
3373,2861,75,2,10
3374,7672,68,2,15
3375,3836,54,5,0
3376,2089,29,1,10
3377,3608,20,3,5
3378,6974,7,1,0
3379,1453,70,1,5
3380,4005,3,4,5
3381,8601,68,5,0
3382,1253,81,2,5
3383,1431,18,3,5
3384,6805,45,2,0
3385,987,10,1,15
3386,4469,43,2,0
3387,5702,91,1,0
3388,9652,74,1,0
3389,9958,81,4,0
3390,5269,65,1,20
3391,6087,81,1,0
3392,1036,42,1,10
3393,1758,22,2,10
3394,977,10,1,5
3395,8253,59,3,0
3396,8541,24,4,15
3397,681,25,5,0
3398,9651,63,2,20
3399,136,57,5,20
3400,1552,37,5,5
3401,8075,14,5,0
3402,517,36,3,0
3403,4965,16,3,15
3404,8816,65,1,15
3405,5212,97,4,0
3406,691,73,3,20
3407,3726,38,5,5
3408,5560,77,1,5
3409,7661,43,2,15
3410,3029,39,4,20
3411,917,46,2,5
3412,3161,94,3,15
3413,5532,2,5,0
3414,7931,71,2,10
3415,6910,25,4,10
3416,575,81,3,20
3417,5417,65,5,0
3418,1645,70,3,10
3419,7377,61,1,15
3420,384,57,4,10
3421,7740,55,4,5
3422,7568,10,1,15
3423,1695,5,3,5
3424,541,32,1,15
3425,3388,91,3,5
3426,9206,50,5,5
3427,8202,9,3,20
3428,7650,69,1,0
3429,7651,84,5,15
3430,1908,55,5,0
3431,1018,67,3,5
3432,4270,92,4,10
3433,5156,8,4,10
3434,8600,13,3,10
3435,5009,31,5,10
3436,4600,53,5,5
3437,6552,52,2,15
3438,3550,77,3,0
3439,9587,90,5,0
3440,3740,69,2,5
3441,4577,90,5,10
3442,1302,41,3,5
3443,9402,95,5,5
3444,7572,60,4,15
3445,1459,25,3,20
3446,9909,83,4,0
3447,6428,3,1,0
3448,3360,14,1,5
3449,8071,65,4,0
3450,8864,61,5,15
3451,8594,83,5,5
3452,9366,31,1,20
3453,943,100,4,15
3454,2307,41,5,10
3455,797,7,5,0
3456,6794,24,3,0
3457,9596,99,3,15
3458,6295,86,4,0
3459,5477,1,4,20
3460,9291,4,2,10
3461,6057,94,2,20
3462,8535,99,5,15
3463,3238,59,5,10
3464,419,57,1,10
3465,1885,75,1,5
3466,4395,16,4,0
3467,8124,58,2,5
3468,8166,73,4,5
3469,528,73,1,10
3470,3676,25,1,0
3471,9682,21,3,0
3472,8633,55,3,15
3473,321,34,5,10
3474,5202,6,2,5
3475,1350,32,4,10
3476,4436,63,1,10
3477,6199,46,1,5
3478,7757,13,3,0
3479,175,62,3,20
3480,8437,29,5,5
3481,7147,69,2,0
3482,1342,19,1,5
3483,1762,41,2,15
3484,2844,7,4,15
3485,7731,74,3,15
3486,5129,87,4,0
3487,8284,56,5,15
3488,2306,48,1,0
3489,7148,77,4,5
3490,6944,44,5,15
3491,9549,34,5,5
3492,3450,16,3,0
3493,1804,2,5,0
3494,8086,66,2,0
3495,3738,43,4,0
3496,964,76,2,15
3497,6968,93,1,15
3498,6710,47,5,20
3499,1406,68,5,5
3500,7625,49,1,15
3501,1110,84,4,0
3502,2167,46,3,0
3503,7386,45,5,10
3504,9400,26,5,0
3505,7843,69,2,15
3506,4359,8,5,5
3507,4420,85,3,10
3508,3394,36,1,5
3509,8479,67,3,10
3510,9726,77,1,0
3511,8376,59,4,0
3512,8004,41,4,15
3513,4047,41,4,20
3514,17,25,5,0
3515,8831,55,5,5
3516,2647,8,1,15
3517,3341,71,4,10
3518,4750,30,4,0
3519,1730,16,2,15
3520,9748,75,2,20
3521,9982,59,2,5
3522,4296,74,4,15
3523,1477,79,2,10
3524,8765,64,4,15
3525,715,13,2,0
3526,365,92,5,20
3527,7009,17,3,10
3528,3233,11,1,10
3529,8069,14,5,5
3530,6399,43,2,5
3531,7471,15,1,15
3532,8686,34,4,15
3533,7148,46,4,10
3534,8876,33,1,10
3535,3009,82,5,0
3536,1019,28,4,10
3537,9554,58,2,15
3538,4906,47,4,15
3539,1208,21,1,5
3540,4906,78,5,15
3541,7088,82,3,0
3542,5268,46,4,5
3543,1986,87,2,0
3544,1361,32,5,15
3545,8610,31,5,0
3546,2766,65,2,20
3547,7393,56,4,5
3548,2928,100,1,15
3549,1381,99,1,5
3550,5996,4,2,5
3551,6665,53,5,20
3552,4709,78,3,20
3553,2307,64,5,5
3554,6986,61,4,10
3555,4856,63,2,5
3556,4750,43,4,0
3557,9377,43,3,10
3558,9268,98,4,20
3559,4146,61,2,15
3560,6585,6,3,0
3561,2852,70,1,15
3562,8191,15,4,0
3563,6312,75,5,10
3564,4452,40,2,20
3565,3083,75,4,5
3566,2845,35,4,0
3567,182,40,2,20
3568,6087,42,3,15
3569,1891,22,1,0
3570,7226,30,1,15
3571,9103,6,5,0
3572,6237,72,2,10
3573,2311,32,5,20
3574,7766,82,4,15
3575,7896,41,2,5
3576,9304,73,5,5
3577,9463,13,5,15
3578,5580,78,5,0
3579,5941,65,5,10
3580,1919,75,3,20
3581,3005,36,4,10
3582,1889,9,5,20
3583,66,30,3,15
3584,7403,6,1,15
3585,1755,97,4,20
3586,3519,70,3,15
3587,3909,66,1,0
3588,6494,32,4,0
3589,7197,22,1,20
3590,6097,5,5,5
3591,2243,51,1,15
3592,4066,40,1,10
3593,4619,50,3,20
3594,8313,42,5,0
3595,1834,61,3,5
3596,5069,8,1,0
3597,7444,47,3,0
3598,4799,76,2,10
3599,7372,71,1,10
3600,1534,20,4,15
3601,392,10,3,5
3602,3172,67,4,20
3603,2215,85,5,5
3604,9605,22,5,0
3605,2525,31,5,0
3606,1317,84,5,15
3607,4555,84,1,0
3608,8123,33,2,5
3609,6336,22,5,10
3610,3473,22,2,15
3611,6299,6,2,10
3612,6178,61,2,20
3613,4576,36,2,10
3614,7885,23,2,5
3615,6944,37,4,5
3616,8218,32,2,5
3617,4993,96,2,5
3618,6206,6,2,5
3619,2231,20,4,10
3620,6152,13,4,10
3621,8646,28,3,10
3622,1174,59,2,0
3623,8311,90,1,20
3624,1367,92,5,5
3625,4735,94,2,10
3626,1794,22,5,15
3627,3710,46,5,15
3628,6071,21,2,20
3629,8328,30,2,0
3630,3611,76,4,10
3631,8966,5,1,20
3632,2887,79,2,15
3633,7254,57,5,10
3634,1360,36,3,10
3635,4418,99,5,10
3636,4655,35,3,5
3637,9838,83,4,5
3638,8016,19,4,20
3639,3083,21,2,5
3640,4158,69,2,5
3641,7950,87,3,10
3642,7331,82,2,15
3643,8870,44,1,5
3644,9736,26,1,0
3645,6380,43,2,0
3646,2378,54,3,10
3647,6247,89,5,15
3648,7288,46,4,0
3649,5806,62,1,15
3650,1534,47,5,0
3651,8846,29,2,5
3652,3807,47,4,5
3653,6094,44,1,0
3654,3373,43,5,10
3655,1856,98,1,5
3656,4267,11,1,5
3657,7228,25,2,0
3658,2099,17,1,0
3659,7457,30,5,5
3660,2066,81,4,0
3661,6502,69,4,20
3662,6781,54,2,0
3663,7875,3,5,20
3664,6770,37,5,20
3665,6678,30,5,20
3666,8350,58,3,15
3667,9187,13,5,5
3668,9328,98,3,20
3669,1326,12,1,5
3670,8610,40,5,5
3671,8619,25,3,0
3672,9316,32,2,15
3673,6048,25,2,20
3674,6367,78,3,20
3675,6494,25,2,0
3676,1340,32,1,15
3677,5291,100,2,5
3678,2813,31,5,15
3679,9980,10,1,20
3680,6182,49,3,0
3681,1211,44,1,15
3682,4808,90,3,15
3683,5460,78,2,5
3684,6806,100,3,20
3685,7740,72,2,15
3686,9580,3,1,20
3687,243,1,3,15
3688,51,26,2,5
3689,6820,6,1,20
3690,8257,99,5,10
3691,3110,73,1,5
3692,4381,80,4,5
3693,1929,3,3,5
3694,9211,67,5,20
3695,3632,13,2,20
3696,134,40,3,5
3697,8240,19,2,15
3698,2041,56,1,0
3699,342,85,5,15
3700,2430,96,5,20
3701,3389,92,5,5
3702,1124,17,1,0
3703,1596,47,1,0
3704,6799,7,5,15
3705,8434,39,5,15
3706,429,37,2,0
3707,9530,57,4,15
3708,6992,86,2,0
3709,544,7,5,10
3710,5474,26,1,20
3711,4563,18,2,5
3712,6286,42,2,5
3713,7748,11,3,15
3714,2927,83,3,0
3715,7895,49,2,5
3716,3739,17,4,10
3717,648,75,3,10
3718,4252,66,2,0
3719,8120,100,3,20
3720,3509,54,1,0
3721,6525,11,4,20
3722,7773,96,4,5
3723,508,63,2,15
3724,2665,20,3,15
3725,6098,70,3,20
3726,3949,52,2,20
3727,1949,57,1,0
3728,3469,66,5,20
3729,8934,14,1,5
3730,9323,42,4,20
3731,8514,17,2,5
3732,3803,87,3,20
3733,7035,18,2,10
3734,2321,85,2,5
3735,4780,98,2,5
3736,6846,39,1,0
3737,1993,34,3,5
3738,3151,1,3,15
3739,6398,44,4,15
3740,6901,2,4,0
3741,2480,46,1,15
3742,4229,31,3,5
3743,2044,4,5,10
3744,3843,79,5,20
3745,9224,26,5,0
3746,4079,91,1,15
3747,9907,53,3,15
3748,7077,67,1,5
3749,6430,86,5,15
3750,4784,96,5,10
3751,1818,81,1,15
3752,6950,85,4,0
3753,2415,36,4,15
3754,9039,42,5,15
3755,6194,55,3,15
3756,9234,21,4,10
3757,9799,87,1,5
3758,9014,21,4,15
3759,4873,53,5,10
3760,8926,24,3,10
3761,5136,60,4,5
3762,4825,38,4,20
3763,2808,6,1,0
3764,3139,63,4,20
3765,4050,47,2,20
3766,1268,31,4,5
3767,4325,23,1,10
3768,6874,96,3,5
3769,5130,21,1,15
3770,1013,44,4,5
3771,6193,64,4,20
3772,9022,25,1,0
3773,2377,93,1,5
3774,631,35,2,5
3775,799,63,4,20
3776,291,93,1,0
3777,2133,12,3,5
3778,2958,32,5,20
3779,5061,8,5,20
3780,5552,48,3,0
3781,7034,21,4,0
3782,9129,16,1,15
3783,3275,10,5,20
3784,6001,37,3,20
3785,883,56,4,15
3786,6249,35,4,5
3787,540,86,4,10
3788,1029,52,3,0
3789,2169,52,3,10
3790,7807,26,4,0
3791,4466,22,1,10
3792,1955,47,2,5
3793,9092,58,4,20
3794,8074,8,1,0
3795,9298,68,3,10
3796,5668,8,4,20
3797,3362,44,4,15
3798,3936,86,2,20
3799,1920,24,2,10
3800,4868,83,2,5
3801,7048,6,4,5
3802,94,27,4,15
3803,920,17,1,15
3804,526,58,2,15
3805,3889,51,4,20
3806,711,31,1,15
3807,9977,83,4,15
3808,267,58,5,0
3809,4401,50,4,0
3810,727,44,3,20
3811,3875,95,1,20
3812,9492,36,5,5
3813,4485,35,5,20
3814,1107,84,4,0
3815,5964,80,1,5
3816,9166,57,5,20
3817,2493,54,2,5
3818,5316,44,3,15
3819,4992,100,1,20
3820,4275,93,3,0
3821,8542,82,5,0
3822,7109,50,1,5
3823,6809,30,3,0
3824,9538,83,1,15
3825,1281,54,5,5
3826,2021,32,2,5
3827,6189,26,3,10
3828,2828,69,1,10
3829,3598,25,2,15
3830,4224,36,3,10
3831,8368,13,4,10
3832,9586,35,4,0
3833,5379,21,5,15
3834,9038,15,3,20
3835,1791,47,4,15
3836,4943,84,1,15
3837,9628,33,5,0
3838,7191,84,5,0
3839,6941,3,5,0
3840,2281,45,4,0
3841,6438,4,2,20
3842,8700,93,2,5
3843,4351,71,5,15
3844,1097,40,4,0
3845,6714,63,3,20
3846,6432,43,1,0
3847,310,24,1,20
3848,7387,80,4,15
3849,4972,83,4,0
3850,5084,89,5,15
3851,471,11,4,10
3852,6527,9,2,10
3853,7151,53,2,10
3854,6754,75,3,0
3855,2306,48,1,15
3856,2220,65,1,5
3857,6259,14,3,5
3858,2493,68,3,15
3859,4703,50,5,15
3860,8544,45,1,5
3861,6918,68,1,20
3862,4491,100,5,0
3863,4506,35,4,5
3864,5516,88,5,0
3865,698,96,2,15
3866,2246,79,1,15
3867,1668,35,1,0
3868,2195,14,2,20
3869,667,45,5,20
3870,8247,38,1,20
3871,3212,51,2,15
3872,3448,12,2,10
3873,9587,33,4,0
3874,7638,66,1,20
3875,2624,80,3,5
3876,1778,76,2,20
3877,5613,21,2,5
3878,3576,16,1,10
3879,3035,29,1,0
3880,5939,40,4,20
3881,7408,81,1,10
3882,9364,99,5,20
3883,3731,11,2,0
3884,6206,85,1,10
3885,3769,75,3,10
3886,4006,97,2,20
3887,4537,45,1,5
3888,9788,86,5,5
3889,8778,59,5,20
3890,4430,26,1,0
3891,7180,38,5,0
3892,4306,68,4,15
3893,4606,23,4,5
3894,75,1,5,5
3895,855,97,1,20
3896,9200,63,1,15
3897,9806,96,5,5
3898,2422,97,5,5
3899,4451,8,1,0
3900,6184,23,5,0
3901,1439,100,4,20
3902,565,60,2,5
3903,8497,14,5,15
3904,6010,81,1,15
3905,8041,20,1,20
3906,9119,80,1,15
3907,6869,45,1,10
3908,6975,47,3,5
3909,4581,3,1,5
3910,7135,88,4,0
3911,6751,9,4,5
3912,7494,57,3,5
3913,9278,43,3,5
3914,1534,90,4,0
3915,1206,70,4,20
3916,8474,15,3,5
3917,1893,65,3,20
3918,2954,73,2,0
3919,409,38,3,20
3920,2373,21,5,10
3921,6762,71,5,15
3922,6571,81,1,15
3923,6736,100,1,0
3924,8774,48,4,0
3925,811,12,1,20
3926,2571,8,4,5
3927,7260,71,4,15
3928,5270,46,4,0
3929,9969,44,3,15
3930,2706,73,1,5
3931,4348,9,2,20
3932,6853,41,1,15
3933,6304,64,2,15
3934,2436,63,2,10
3935,9657,92,1,15
3936,3135,45,5,5
3937,1983,21,1,10
3938,1218,85,1,0
3939,9925,77,5,0
3940,2862,80,5,20
3941,2978,94,3,20
3942,7087,13,2,0
3943,1589,1,2,10
3944,8518,4,4,15
3945,1402,8,5,0
3946,2722,8,3,10
3947,9509,30,5,15
3948,9959,47,5,15
3949,3700,67,3,10
3950,4094,42,3,15
3951,8960,15,5,15
3952,6296,23,2,0
3953,149,25,4,5
3954,6406,26,4,10
3955,7839,97,1,20
3956,1143,43,1,20
3957,202,94,4,15
3958,8862,29,2,15
3959,8626,24,4,0
3960,4763,89,3,15
3961,4330,100,3,10
3962,7344,45,2,0
3963,1010,6,2,15
3964,7011,72,5,15
3965,5077,24,4,10
3966,7283,10,3,20
3967,9755,9,2,10
3968,5730,17,5,0
3969,6643,45,2,20
3970,8120,73,3,10
3971,7397,33,1,0
3972,5469,71,4,15
3973,8624,37,5,5
3974,7285,21,3,10
3975,5423,100,2,20
3976,3102,93,2,10
3977,479,18,2,0
3978,8544,95,5,0
3979,2235,21,5,10
3980,3188,79,4,0
3981,5128,5,1,0
3982,2434,86,2,20
3983,4891,15,3,5
3984,9657,8,1,20
3985,4959,6,1,15
3986,7912,94,3,20
3987,1600,73,2,20
3988,3320,18,3,20
3989,6064,13,1,0
3990,9676,92,4,15
3991,506,88,2,10
3992,1048,10,4,20
3993,9979,29,3,15
3994,9131,99,4,15
3995,6787,19,5,15
3996,4472,96,4,15
3997,9942,27,1,15
3998,2407,16,4,20
3999,2878,10,5,5
4000,7926,78,1,0
4001,6626,95,5,10
4002,6448,38,2,20
4003,8186,32,3,10
4004,7243,50,2,10
4005,8404,94,4,5
4006,1592,12,1,5
4007,5994,37,5,5
4008,5137,72,4,15
4009,4492,41,4,10
4010,5117,29,1,5
4011,2687,69,1,10
4012,6328,10,2,15
4013,8194,24,2,5
4014,2381,80,1,10
4015,7055,1,5,10
4016,6328,88,4,10
4017,550,61,2,10
4018,8661,6,1,20
4019,7827,80,5,20
4020,7918,14,4,20
4021,364,70,3,20
4022,1333,41,2,15
4023,7401,90,1,0
4024,5881,95,2,15
4025,5269,90,1,15
4026,3350,97,4,0
4027,3914,24,1,10
4028,929,51,2,5
4029,2798,25,4,5
4030,8297,13,5,15
4031,9225,80,1,0
4032,1345,28,1,15
4033,3753,54,4,0
4034,9824,91,4,15
4035,1797,75,4,20
4036,7072,77,4,20
4037,1102,49,2,15
4038,6221,63,1,10
4039,1051,56,5,5
4040,6669,85,3,20
4041,8078,6,1,15
4042,3526,21,1,5
4043,7407,10,2,0
4044,5806,16,5,15
4045,312,78,4,5
4046,7516,29,1,15
4047,7781,27,3,20
4048,2454,71,3,5
4049,7067,63,5,15
4050,1512,58,5,10
4051,154,42,3,20
4052,5712,84,1,5
4053,284,53,1,5
4054,6186,66,4,5
4055,7699,2,1,10
4056,4362,80,5,15
4057,7931,13,3,20
4058,9960,96,2,15
4059,9090,13,2,10
4060,9764,65,2,5
4061,9231,88,5,0
4062,9681,63,5,5
4063,6878,65,4,10
4064,2602,16,3,0
4065,1322,94,2,15
4066,1091,1,5,0
4067,2213,68,2,15
4068,7982,41,4,10
4069,3132,78,5,20
4070,3488,63,4,15
4071,3741,21,4,10
4072,2654,56,4,15
4073,7252,28,1,0
4074,4295,18,2,10
4075,2242,63,5,10
4076,3922,37,1,15
4077,1187,90,4,5
4078,7951,52,4,10
4079,7878,68,3,20
4080,7115,4,3,15
4081,4112,16,2,0
4082,383,52,4,15
4083,727,93,2,20
4084,8127,19,5,10
4085,5465,16,2,10
4086,6729,1,5,20
4087,854,10,3,20
4088,233,52,5,0
4089,960,55,3,20
4090,5972,88,1,5
4091,6542,28,2,15
4092,2812,30,4,10
4093,355,43,3,5
4094,2524,24,4,0
4095,2595,62,5,10
4096,6375,90,2,10
4097,912,49,5,5
4098,7405,43,5,10
4099,5842,68,4,0
4100,2364,28,1,15
4101,1068,6,3,15
4102,5010,6,1,15
4103,7376,40,1,10
4104,8598,50,4,20
4105,5214,87,2,10
4106,371,82,5,15
4107,4477,13,3,10
4108,278,59,3,15
4109,6796,34,3,20
4110,6164,81,2,20
4111,2993,13,3,20
4112,1967,73,4,10
4113,2723,36,1,10
4114,3204,52,3,10
4115,5298,11,5,0
4116,6984,7,1,5
4117,2261,20,4,10
4118,6914,64,5,20
4119,2570,54,4,5
4120,4954,30,3,0
4121,7596,70,1,10
4122,8567,87,1,20
4123,10000,91,4,10
4124,9150,49,1,10
4125,6675,79,2,0
4126,1261,75,2,15
4127,8820,60,3,15
4128,4510,12,2,5
4129,8328,61,4,15
4130,194,87,3,10
4131,5052,61,1,20
4132,6342,73,3,0
4133,3727,78,1,10
4134,603,70,1,20
4135,6682,18,5,5
4136,5201,94,3,15
4137,1655,37,2,15
4138,518,76,2,0
4139,9759,11,2,0
4140,2468,43,5,10
4141,3755,43,2,5
4142,4722,16,2,15
4143,6792,52,2,0
4144,6976,72,3,15
4145,6758,98,1,20
4146,58,91,2,20
4147,8980,43,3,0
4148,1145,10,1,5
4149,473,12,3,0
4150,2535,49,1,10
4151,6054,33,2,15
4152,7308,86,1,10
4153,1059,7,3,10
4154,2235,67,5,15
4155,6657,38,4,20
4156,8371,3,5,0
4157,4133,80,3,5
4158,6237,4,3,0
4159,8224,48,3,15
4160,4531,13,2,15
4161,2381,99,5,0
4162,1729,17,2,5
4163,1273,39,3,20
4164,8737,52,2,15
4165,6935,65,1,5
4166,9967,41,3,10
4167,8924,44,5,20
4168,7328,43,2,15
4169,5680,98,4,0
4170,931,45,4,5
4171,8582,90,3,10
4172,3160,19,5,0
4173,8867,12,1,15
4174,711,92,5,15
4175,2917,79,2,20
4176,5350,94,4,0
4177,3191,49,1,10
4178,1676,2,1,5
4179,8122,34,5,5
4180,2033,20,1,20
4181,6872,79,5,15
4182,597,7,4,15
4183,5373,58,1,10
4184,5933,43,4,5
4185,3088,74,3,15
4186,6817,40,4,20
4187,1032,95,3,10
4188,7481,66,3,20
4189,113,75,3,0
4190,9869,93,5,0
4191,9609,41,5,20
4192,1002,46,4,0
4193,3526,17,4,15
4194,2196,94,3,0
4195,897,30,1,10
4196,4065,4,5,15
4197,549,31,2,0
4198,2658,36,4,15
4199,7872,54,5,15
4200,9072,84,5,15
4201,87,55,3,0
4202,928,66,1,20
4203,1088,1,4,5
4204,9230,79,4,15
4205,2804,23,3,20
4206,5550,45,1,10
4207,7341,5,2,10
4208,3327,37,5,0
4209,7194,10,1,0
4210,3822,84,3,15
4211,669,43,5,5
4212,3593,83,3,20
4213,4602,32,4,10
4214,8040,48,1,15
4215,3410,52,5,10
4216,3419,73,5,5
4217,8312,52,2,15
4218,9542,84,2,10
4219,1311,9,3,5
4220,5834,54,3,0
4221,6543,46,1,15
4222,4864,28,2,0
4223,5657,38,1,15
4224,9339,55,3,0
4225,4521,66,2,15
4226,9143,23,4,5
4227,5555,53,2,20
4228,4059,5,1,20
4229,2424,88,2,10
4230,1190,12,4,15
4231,1937,48,3,5
4232,7030,63,2,0
4233,7922,38,2,0
4234,1708,44,2,0
4235,9508,81,2,15
4236,9856,31,4,0
4237,9467,76,4,0
4238,7702,25,5,20
4239,6077,47,1,5
4240,1536,4,2,20
4241,8824,55,5,20
